Phrase	Year	Frequency	Corpus	sense	class	weight	Weighted_Frequency
after	1893	0.000746641798676657	eng_2019	Temporal	Asynchronous	0.95	0.000709309708742824
after	2001	0.000591586526882436	eng_2019	Temporal	Asynchronous	0.95	0.000562007200538314
after	1937	0.000642247198681746	eng_2019	Temporal	Asynchronous	0.95	0.000610134838747659
after	1958	0.000616066823048251	eng_2019	Temporal	Asynchronous	0.95	0.000585263481895838
after	2005	0.000613143892093961	eng_2019	Temporal	Asynchronous	0.95	0.000582486697489263
after	1941	0.000661208577054952	eng_2019	Temporal	Asynchronous	0.95	0.000628148148202204
after	1821	0.000813910887310547	eng_2019	Temporal	Asynchronous	0.95	0.00077321534294502
after	1868	0.000782575483234333	eng_2019	Temporal	Asynchronous	0.95	0.000743446709072616
after	1919	0.000684950309472957	eng_2019	Temporal	Asynchronous	0.95	0.000650702793999309
after	1966	0.000606005570651697	eng_2019	Temporal	Asynchronous	0.95	0.000575705292119112
after	1902	0.000725751360213118	eng_2019	Temporal	Asynchronous	0.95	0.000689463792202462
after	1936	0.000644222292716482	eng_2019	Temporal	Asynchronous	0.95	0.000612011178080658
after	1960	0.000612788708947067	eng_2019	Temporal	Asynchronous	0.95	0.000582149273499714
after	1994	0.000568748701230756	eng_2019	Temporal	Asynchronous	0.95	0.000540311266169218
after	1991	0.000568130452718053	eng_2019	Temporal	Asynchronous	0.95	0.00053972393008215
after	1974	0.000588828456654612	eng_2019	Temporal	Asynchronous	0.95	0.000559387033821881
after	1897	0.00074236692827461	eng_2019	Temporal	Asynchronous	0.95	0.000705248581860879
after	1931	0.000648081618627267	eng_2019	Temporal	Asynchronous	0.95	0.000615677537695904
after	1955	0.000626577887617584	eng_2019	Temporal	Asynchronous	0.95	0.000595248993236705
after	2002	0.000595729216001928	eng_2019	Temporal	Asynchronous	0.95	0.000565942755201832
after	1935	0.000643496592861733	eng_2019	Temporal	Asynchronous	0.95	0.000611321763218646
after	1959	0.000613277728137161	eng_2019	Temporal	Asynchronous	0.95	0.000582613841730303
after	1956	0.000624455902392843	eng_2019	Temporal	Asynchronous	0.95	0.000593233107273201
after	1990	0.000569704504284475	eng_2019	Temporal	Asynchronous	0.95	0.000541219279070251
after	1926	0.000658432495713766	eng_2019	Temporal	Asynchronous	0.95	0.000625510870928078
after	1869	0.000782272761820682	eng_2019	Temporal	Asynchronous	0.95	0.000743159123729648
after	1920	0.0006822920653836	eng_2019	Temporal	Asynchronous	0.95	0.00064817746211442
after	1967	0.000604968634434044	eng_2019	Temporal	Asynchronous	0.95	0.000574720202712342
after	1823	0.000819134359647121	eng_2019	Temporal	Asynchronous	0.95	0.000778177641664765
after	1998	0.000580535519735089	eng_2019	Temporal	Asynchronous	0.95	0.000551508743748335
after	1921	0.000676543451845646	eng_2019	Temporal	Asynchronous	0.95	0.000642716279253364
after	1995	0.000570231716015509	eng_2019	Temporal	Asynchronous	0.95	0.000541720130214734
after	1968	0.000603341464219349	eng_2019	Temporal	Asynchronous	0.95	0.000573174391008382
after	1938	0.000643525813107512	eng_2019	Temporal	Asynchronous	0.95	0.000611349522452136
after	1962	0.000609233584587595	eng_2019	Temporal	Asynchronous	0.95	0.000578771905358215
after	2006	0.000619743925718857	eng_2019	Temporal	Asynchronous	0.95	0.000588756729432914
after	2009	0.000634048317026879	eng_2019	Temporal	Asynchronous	0.95	0.000602345901175535
after	1822	0.000816413509060762	eng_2019	Temporal	Asynchronous	0.95	0.000775592833607724
after	1939	0.000645369233097881	eng_2019	Temporal	Asynchronous	0.95	0.000613100771442987
after	1963	0.000607095775194466	eng_2019	Temporal	Asynchronous	0.95	0.000576740986434743
after	2007	0.000624595634040556	eng_2019	Temporal	Asynchronous	0.95	0.000593365852338528
after	1903	0.000721568674115198	eng_2019	Temporal	Asynchronous	0.95	0.000685490240409438
after	1927	0.000655051628460309	eng_2019	Temporal	Asynchronous	0.95	0.000622299047037294
after	1961	0.000610359287488141	eng_2019	Temporal	Asynchronous	0.95	0.000579841323113734
after	2011	0.000636781732152615	eng_2019	Temporal	Asynchronous	0.95	0.000604942645544984
after	2008	0.000629048736300319	eng_2019	Temporal	Asynchronous	0.95	0.000597596299485303
after	1975	0.000584834305170391	eng_2019	Temporal	Asynchronous	0.95	0.000555592589911871
after	1999	0.000582726439461112	eng_2019	Temporal	Asynchronous	0.95	0.000553590117488056
after	1932	0.00064764851205317	eng_2019	Temporal	Asynchronous	0.95	0.000615266086450511
after	1933	0.000646557268087885	eng_2019	Temporal	Asynchronous	0.95	0.000614229404683491
after	2003	0.00060149172454008	eng_2019	Temporal	Asynchronous	0.95	0.000571417138313076
after	1976	0.000581546287451472	eng_2019	Temporal	Asynchronous	0.95	0.000552468973078898
after	1929	0.000652710017415562	eng_2019	Temporal	Asynchronous	0.95	0.000620074516544784
after	1964	0.000606932494390224	eng_2019	Temporal	Asynchronous	0.95	0.000576585869670713
after	2010	0.000633954203554562	eng_2019	Temporal	Asynchronous	0.95	0.000602256493376834
after	1904	0.000718478994843151	eng_2019	Temporal	Asynchronous	0.95	0.000682555045100993
after	1870	0.000782846157172961	eng_2019	Temporal	Asynchronous	0.95	0.000743703849314313
after	1940	0.000653061832833503	eng_2019	Temporal	Asynchronous	0.95	0.000620408741191828
after	1928	0.000655316282063723	eng_2019	Temporal	Asynchronous	0.95	0.000622550467960537
after	1905	0.000715668304889862	eng_2019	Temporal	Asynchronous	0.95	0.000679884889645369
afterward	2001	4.87583689131757e-06	eng_2019	Temporal	Asynchronous	1	4.87583689131757e-06
afterward	1916	1.23586632980732e-05	eng_2019	Temporal	Asynchronous	1	1.23586632980732e-05
afterward	2009	6.91357263349346e-06	eng_2019	Temporal	Asynchronous	1	6.91357263349346e-06
afterward	2000	4.68638771573231e-06	eng_2019	Temporal	Asynchronous	1	4.68638771573231e-06
afterward	1907	1.69195521136446e-05	eng_2019	Temporal	Asynchronous	1	1.69195521136446e-05
afterward	1863	1.6624752658702e-05	eng_2019	Temporal	Asynchronous	1	1.6624752658702e-05
afterward	1864	1.62239053419658e-05	eng_2019	Temporal	Asynchronous	1	1.62239053419658e-05
afterward	1914	1.32397948878601e-05	eng_2019	Temporal	Asynchronous	1	1.32397948878601e-05
afterward	1915	1.31271166797628e-05	eng_2019	Temporal	Asynchronous	1	1.31271166797628e-05
afterward	1820	1.1020489182556e-05	eng_2019	Temporal	Asynchronous	1	1.1020489182556e-05
afterward	1876	2.47824596694305e-05	eng_2019	Temporal	Asynchronous	1	2.47824596694305e-05
afterward	2008	6.77984949756397e-06	eng_2019	Temporal	Asynchronous	1	6.77984949756397e-06
afterward	1867	1.82992412841746e-05	eng_2019	Temporal	Asynchronous	1	1.82992412841746e-05
afterward	1919	1.15558901338123e-05	eng_2019	Temporal	Asynchronous	1	1.15558901338123e-05
afterward	1917	1.2064088488322e-05	eng_2019	Temporal	Asynchronous	1	1.2064088488322e-05
afterward	1871	2.39974734930521e-05	eng_2019	Temporal	Asynchronous	1	2.39974734930521e-05
afterward	1868	1.90097260721294e-05	eng_2019	Temporal	Asynchronous	1	1.90097260721294e-05
afterward	1880	2.5679603693009e-05	eng_2019	Temporal	Asynchronous	1	2.5679603693009e-05
afterward	1821	1.22738204351793e-05	eng_2019	Temporal	Asynchronous	1	1.22738204351793e-05
afterward	2002	5.00273582864403e-06	eng_2019	Temporal	Asynchronous	1	5.00273582864403e-06
afterward	2010	6.97719484118612e-06	eng_2019	Temporal	Asynchronous	1	6.97719484118612e-06
afterward	1881	2.64607863625445e-05	eng_2019	Temporal	Asynchronous	1	2.64607863625445e-05
afterward	1879	2.54170442661104e-05	eng_2019	Temporal	Asynchronous	1	2.54170442661104e-05
afterward	1926	9.4505684111417e-06	eng_2019	Temporal	Asynchronous	1	9.4505684111417e-06
afterward	2017	8.42577370955648e-06	eng_2019	Temporal	Asynchronous	1	8.42577370955648e-06
afterward	2011	7.1482609200757e-06	eng_2019	Temporal	Asynchronous	1	7.1482609200757e-06
afterward	1870	2.28915601577942e-05	eng_2019	Temporal	Asynchronous	1	2.28915601577942e-05
afterward	1920	1.12045166003684e-05	eng_2019	Temporal	Asynchronous	1	1.12045166003684e-05
afterward	1877	2.46630180689473e-05	eng_2019	Temporal	Asynchronous	1	2.46630180689473e-05
afterward	1961	4.63700670089955e-06	eng_2019	Temporal	Asynchronous	1	4.63700670089955e-06
afterward	2012	7.22064792820934e-06	eng_2019	Temporal	Asynchronous	1	7.22064792820934e-06
afterward	1908	1.60816472478993e-05	eng_2019	Temporal	Asynchronous	1	1.60816472478993e-05
afterward	1928	9.09573392553804e-06	eng_2019	Temporal	Asynchronous	1	9.09573392553804e-06
afterward	1865	1.68965283851971e-05	eng_2019	Temporal	Asynchronous	1	1.68965283851971e-05
afterward	1906	1.74925563832013e-05	eng_2019	Temporal	Asynchronous	1	1.74925563832013e-05
afterward	1882	2.6631497998356e-05	eng_2019	Temporal	Asynchronous	1	2.6631497998356e-05
afterward	1822	1.25467162693635e-05	eng_2019	Temporal	Asynchronous	1	1.25467162693635e-05
afterward	1949	5.66360261343237e-06	eng_2019	Temporal	Asynchronous	1	5.66360261343237e-06
afterward	1812	1.39195596732731e-05	eng_2019	Temporal	Asynchronous	1	1.39195596732731e-05
afterward	1953	5.31968544237316e-06	eng_2019	Temporal	Asynchronous	1	5.31968544237316e-06
afterward	1910	1.51330871501289e-05	eng_2019	Temporal	Asynchronous	1	1.51330871501289e-05
afterward	1927	9.41261298846387e-06	eng_2019	Temporal	Asynchronous	1	9.41261298846387e-06
afterward	2018	8.59416722960305e-06	eng_2019	Temporal	Asynchronous	1	8.59416722960305e-06
afterward	1954	5.21480615134351e-06	eng_2019	Temporal	Asynchronous	1	5.21480615134351e-06
afterward	1911	1.45451809398115e-05	eng_2019	Temporal	Asynchronous	1	1.45451809398115e-05
afterward	1918	1.17243852011078e-05	eng_2019	Temporal	Asynchronous	1	1.17243852011078e-05
afterward	1872	2.45161424702798e-05	eng_2019	Temporal	Asynchronous	1	2.45161424702798e-05
afterward	1869	2.14364788137443e-05	eng_2019	Temporal	Asynchronous	1	2.14364788137443e-05
afterward	2013	7.13160618813293e-06	eng_2019	Temporal	Asynchronous	1	7.13160618813293e-06
afterward	1859	1.72570783303984e-05	eng_2019	Temporal	Asynchronous	1	1.72570783303984e-05
afterward	2003	5.23625853280204e-06	eng_2019	Temporal	Asynchronous	1	5.23625853280204e-06
afterward	1866	1.77353361193257e-05	eng_2019	Temporal	Asynchronous	1	1.77353361193257e-05
afterward	1973	3.96853693018784e-06	eng_2019	Temporal	Asynchronous	1	3.96853693018784e-06
afterward	1883	2.71448529279691e-05	eng_2019	Temporal	Asynchronous	1	2.71448529279691e-05
afterward	1823	1.26953306919729e-05	eng_2019	Temporal	Asynchronous	1	1.26953306919729e-05
afterward	1957	4.85760386124769e-06	eng_2019	Temporal	Asynchronous	1	4.85760386124769e-06
afterward	1974	3.79098306828902e-06	eng_2019	Temporal	Asynchronous	1	3.79098306828902e-06
afterward	1884	2.74035431045507e-05	eng_2019	Temporal	Asynchronous	1	2.74035431045507e-05
afterward	1921	1.07761492732347e-05	eng_2019	Temporal	Asynchronous	1	1.07761492732347e-05
afterward	1878	2.52990877405474e-05	eng_2019	Temporal	Asynchronous	1	2.52990877405474e-05
afterward	1962	4.65406589812899e-06	eng_2019	Temporal	Asynchronous	1	4.65406589812899e-06
afterward	1955	4.99255078726232e-06	eng_2019	Temporal	Asynchronous	1	4.99255078726232e-06
afterward	1909	1.58283906525217e-05	eng_2019	Temporal	Asynchronous	1	1.58283906525217e-05
afterward	1929	8.72829722149098e-06	eng_2019	Temporal	Asynchronous	1	8.72829722149098e-06
afterward	1873	2.52631180046592e-05	eng_2019	Temporal	Asynchronous	1	2.52631180046592e-05
afterward	1963	4.59624639656145e-06	eng_2019	Temporal	Asynchronous	1	4.59624639656145e-06
afterward	2014	7.38005870256789e-06	eng_2019	Temporal	Asynchronous	1	7.38005870256789e-06
afterward	1860	1.74637417720597e-05	eng_2019	Temporal	Asynchronous	1	1.74637417720597e-05
afterward	1950	5.43710367700052e-06	eng_2019	Temporal	Asynchronous	1	5.43710367700052e-06
afterward	1813	1.31135214230328e-05	eng_2019	Temporal	Asynchronous	1	1.31135214230328e-05
afterward	1830	1.024718260721e-05	eng_2019	Temporal	Asynchronous	1	1.024718260721e-05
afterward	1924	1.00374045359786e-05	eng_2019	Temporal	Asynchronous	1	1.00374045359786e-05
afterward	2005	5.74831197549689e-06	eng_2019	Temporal	Asynchronous	1	5.74831197549689e-06
afterward	2019	8.78965624906414e-06	eng_2019	Temporal	Asynchronous	1	8.78965624906414e-06
afterward	1975	3.66857914611631e-06	eng_2019	Temporal	Asynchronous	1	3.66857914611631e-06
afterward	1912	1.41042961071694e-05	eng_2019	Temporal	Asynchronous	1	1.41042961071694e-05
afterward	1825	1.26281550235165e-05	eng_2019	Temporal	Asynchronous	1	1.26281550235165e-05
afterward	1902	2.10283646343409e-05	eng_2019	Temporal	Asynchronous	1	2.10283646343409e-05
afterward	1966	4.78112373717262e-06	eng_2019	Temporal	Asynchronous	1	4.78112373717262e-06
afterward	1829	9.4970292983427e-06	eng_2019	Temporal	Asynchronous	1	9.4970292983427e-06
